Company Name,Excel Company ID,Year,Total Revenue,Gross Profit,EBITDA,EBIT,Net Income,Cash And Equivalents,Total Cash and ST Investments,Net Property,Total Assets,Total Debt,Total Equity,Capital Expenditure,Dividends per share
BEP International Holdings Ltd. (SEHK:2326),IQ8069466,2006,791.4,176.2,173.1,111.7,86.7,0.96,0.96,6.48,24,5.28,7.29,2.03,0
Best Pacific International Holdings Limited (SEHK:2111),IQ262969080,2006,3.59,1.34,-2.39,-3.75,-24.3,,,,,,,,
Best World International Limited (SGX:5ER),IQ10958363,2006,186,56.5,28.4,21.3,26.1,21.7,23.8,8.31,52.9,1.92,37.6,2.57,0.02
Bestway International Holdings Limited (SEHK:718),IQ881324,2006,,,,,,2.96,2.96,13.2,34.6,10.3,13.8,0.178,0
Besunyen Holdings Company Limited (SEHK:926),IQ113274181,2006,16.2,2.63,-3.58,-3.87,-4.51,,,,,,,,
BH Global Corporation Limited (SGX:B32),IQ23779871,2006,72.9,13.2,-6.73,-11.9,-7.2,8,8,7.13,55,0.661,38.3,0.515,0.011
Billion Industrial Holdings Limited (SEHK:2299),IQ131354606,2006,100.3,14,5.99,4.43,2.11,,,,,,,,
Bingo Group Holdings Limited (SEHK:8220),IQ7655944,2006,92.1,15.9,11,6.07,1.87,0.697,0.697,4.16,11.8,5.86,4,2.91,0
Binhai Investment Company Limited (SEHK:2886),IQ6494131,2006,37.9,5.54,2.5,2.37,1.98,3.15,3.15,39,74.6,128.5,-119.2,18.1,0
"Biosensors International Group, Ltd. (SGX:B20)",IQ22277393,2006,4.71,2.06,-2.88,-3.48,-0.566,116.6,116.7,11.7,196.5,0.137,143,6.93,0
Biosino Bio-Technology and Science Incorporation (SEHK:8247),IQ26051622,2006,,,,,,30.4,31.8,21.9,66.1,17.7,37.3,2.28,0.02
Biostime International Holdings Limited (China) (SEHK:1112),IQ116397802,2006,170.4,85.9,25.7,19.3,14.4,,,,,,,,
BlackGold Natural Resources Limited (Catalist:41H),IQ233620956,2006,111.8,35,31.9,18.7,15.3,,,,,,,,
Bloomage BioTechnology Corporation Limited (SEHK:963),IQ49039924,2006,76.9,-0.234,-7.43,-10.8,-9.24,4.7,4.7,11.8,23.6,8.95,4.65,3.91,0
Blue Sky Power Holdings Limited (SGX:UQ7),IQ33449047,2006,,,,,,4.15,4.92,17.2,34,9.89,12.8,6.09,0
Blumont Group Ltd. (SGX:A33),IQ873733,2006,696.8,50.6,7.37,6,3.86,2.03,17.8,3.99,21.9,0.005,19.5,0.025,0
BMO ETF - BMO Asia High Dividend ETF (SEHK:3145),IQ275150025,2006,0,0,0.245,-0.02,0.274,,,,,,,,
BMO ETF - BMO Asia USD Investment Grade Bond ETF (SEHK:3141),IQ275150023,2006,110.3,40.4,26,21.3,61.7,,,,,,,,
BMO ETF - BMO Hong Kong Banks ETF (SEHK:3143),IQ275150024,2006,190.5,80,15.7,11.8,10.2,,,,,,,,
Boardroom Limited (SGX:B10),IQ2568560,2006,31.4,13.9,11.3,11.1,10.9,16.3,17,0.528,57.7,0,48.8,0.317,0.028
BOC Hong Kong Holdings Ltd. (SEHK:2388),IQ7687687,2006,,,,,,21312.3,32045,3893.8,183241.6,799.3,17090.3,145.2,0.167
Boer Power Holdings Limited (SEHK:1685),IQ113971527,2006,,,,,,,,,,,,,
"Bolina Holding Co., Ltd. (SEHK:1190)",IQ212603284,2006,,,,,,,,,,,,,
Bonjour Holdings Ltd. (SEHK:653),IQ8188399,2006,138.3,36.7,32.8,24.5,6.38,5.85,5.85,8.21,52.9,5.14,15.7,3.25,0
Bonvests Holdings Limited (SGX:B28),IQ878667,2006,150.3,38.7,17.9,15.2,10.2,39.8,45.7,282.8,680.2,45.8,554.9,19.7,0.045
Bosera ETFs - Bosera FTSE China A50 Index ETF (SEHK:82832),IQ251783402,2006,,,,,,,,,,,,,
Bosideng International Holdings Limited (SEHK:3998),IQ6462589,2006,,,,,,49.6,49.6,1.34,302.2,0,76.5,14.8,0
Bossini International Holdings Limited (SEHK:592),IQ877596,2006,146.7,63.3,64.6,55.4,41.7,47.4,47.4,31.9,179.1,0,122.3,16.5,0.007
Boustead Projects Limited (SGX:AVM),IQ23726686,2006,,,,,,,,,,,,,
Boustead Singapore Limited (SGX:F9D),IQ4030640,2006,,,,,,106.4,107,46.2,280.1,23.2,148.7,19.7,0.01
Boyaa Interactive International Limited (SEHK:434),IQ249151103,2006,127.8,22.2,15.1,8.02,7.93,,,,,,,,
Bracell Limited (SEHK:1768),IQ208599318,2006,235.4,114.3,33.7,31.8,26.9,,,,,,,,
Branding China Group Limited (SEHK:863),IQ200564945,2006,61.8,23.2,25.1,21.3,14.8,,,,,,,,
BRC Asia Limited (SGX:BEC),IQ7657712,2006,121.1,88.5,76.2,76.2,185.3,2.24,2.32,12.6,64.6,14.4,34.5,9.61,0.038
BreadTalk Group Limited (SGX:5DA),IQ7729564,2006,97.7,33.6,23.1,22.2,14.8,18.5,24.7,34.1,82.9,13.3,29,18.6,0.004
Bright Smart Securities & Commodities Group Limited (SEHK:1428),IQ111620171,2006,3802.3,1246.4,679.4,565.1,319.5,,,,,,,,
Brightoil Petroleum Holdings Limited (SEHK:933),IQ881642,2006,,,,,,62.3,117.8,0.217,127.7,0,123.3,0.044,0
Brilliance China Automotive Holdings Ltd. (SEHK:1114),IQ380156,2006,52.2,36.1,31.6,31.6,157.4,288.3,409.4,758.2,2919,856.5,1183.3,56.2,0
Brilliance Worldwide Holdings Limited (SEHK:8312),IQ115975489,2006,46.5,38.3,0,34.8,141.4,,,,,,,,
Brilliant Circle Holdings International Limited (SEHK:1008),IQ54111427,2006,,,,,,1.36,1.36,20.1,58.8,21.2,7.17,7.3,0
British and Malayan Trustees Limited (SGX:B08),IQ881646,2006,222.2,47.5,40.1,31.7,26.3,5.68,6.92,4.33,20.6,0,19.4,0.016,0
Broad Greenstate International Company Limited (SEHK:1253),IQ266763613,2006,415.7,27.9,-0.737,-31.9,-20.5,,,,,,,,
Broadway Industrial Group Limited (SGX:B69),IQ7687694,2006,18.9,4.5,4.87,3.58,2.27,27.9,29.6,107,303.2,45.3,116,63,0.003
Brockman Mining Limited (SEHK:159),IQ7657338,2006,184.8,45.2,40.6,31.3,26.9,1.91,1.91,0.091,28.5,0.264,27.9,0,0
Build King Holdings Ltd. (SEHK:240),IQ34898646,2006,140.7,47.4,47.2,44.5,30.6,11.7,30.3,10.1,129.1,35.7,32,6.4,0
Bukit Sembawang Estates Limited (SGX:B61),IQ4481254,2006,39.4,38.1,0,0,46.7,6.31,6.34,5.57,548.2,213.9,304.2,0.03,0.12
Bumitama Agri Ltd. (SGX:P8Z),IQ182998481,2006,176.6,60.4,60.6,27.1,29,,,,,,,,
Bund Center Investment Ltd (SGX:MQ4),IQ100600513,2006,,,,,,,,,,,,,
Burwill Holdings Ltd. (SEHK:24),IQ4480995,2006,,,,,,54.3,75.4,20.9,484.1,135.9,198.1,1.34,0
BYD Company Ltd. (SEHK:1211),IQ5575412,2006,,,,,,317.6,331.5,1469.6,3218.2,1282,1054.2,538.9,0.021
BYD Electronic International Company Ltd (SEHK:285),IQ39406065,2006,292.9,96.1,72.2,61.5,56.9,119.4,122,183,628.6,183.5,169,146,0.031
C C Land Holdings Limited (SEHK:1224),IQ4493070,2006,,,,,,227.2,250,52.8,1730.1,143.2,1071.8,8.36,0.01
C Cheng Holdings Limited (SEHK:1486),IQ252332180,2006,19,4.66,2.37,0.262,-0.782,,,,,,,,
C Y Foundation Group Limited (SEHK:1182),IQ6883773,2006,,,,,,3.04,4.11,0.528,15.3,1.97,9.14,0.593,0
C&G Environmental Protection Holdings Limited (SGX:D79),IQ22036365,2006,4.23,4.23,90.5,90.5,94.4,53.5,53.6,39.9,121.1,30.8,79.4,25.3,0.01
C.BANNER INTERNATIONAL Holdings Limited (SEHK:1028),IQ8180155,2006,,,,,,13.4,14.7,15.1,110.1,0,79.8,1.89,0
C.P. Pokphand Co. Ltd. (SEHK:43),IQ7177239,2006,28.5,7.99,6.34,5.42,5.36,84.5,84.5,686.9,1490.8,863.8,155.7,74.1,0
CAA Resources Limited (SEHK:2112),IQ241504144,2006,,,,,,,,,,,,,
Cabbeen Fashion Limited (SEHK:2030),IQ247149232,2006,109.6,49.5,70.9,32.9,28.5,,,,,,,,
Cache Logistics Trust (SGX:K2LU),IQ99718566,2006,58.1,32,24.4,21.9,14.5,,,,,,,,
Cacola Furniture International Limited (SGX:D2U),IQ37612468,2006,175.9,81.2,66.4,58.8,43,0.301,0.363,0.841,18.2,0.905,9.75,2.94,0
Café de Coral Holdings Limited (SEHK:341),IQ876972,2006,1732.9,413.1,322.3,257.5,721.8,116.5,135.9,123,481.7,0,392.2,30.2,0.073
Cambridge Industrial Trust (SGX:J91U),IQ28040391,2006,7.54,1.04,0.599,0.527,0.24,11.7,11.7,0,543.9,192.9,345.4,0,0.058
Canvest Environmental Protection Group Company Limited (SEHK:1381),IQ274082892,2006,886.3,172.7,79.2,43,13.6,,,,,,,,
Capinfo Company Limited (SEHK:1075),IQ8088132,2006,398.5,82.1,14.6,0.925,19.9,67.1,67.1,38.8,135.5,1.96,110.5,23.6,0
Capital Environment Holdings Limited (SEHK:3989),IQ21927760,2006,113,24.4,14.3,10.7,9.59,6.11,47.6,34.5,168.6,79.9,68.1,12.1,0.02
Capital Estate Limited (SEHK:193),IQ7657639,2006,7961.5,1687.1,1419.4,1377.5,476.9,48.2,70.8,0.165,106.2,1.4,99.6,0.214,0
Capital Finance Holdings Limited (SEHK:8239),IQ7653000,2006,28.7,6.11,5.2,4.98,4.37,0.303,0.303,0.575,4.05,0.36,2.27,0.262,0
Capital VC Limited (SEHK:2324),IQ8188877,2006,43,12.5,7.01,5.19,4.44,1.04,9.35,0.265,17.6,1.08,16.1,0.019,0
CapitaLand Commercial Trust (SGX:C61U),IQ11902064,2006,26.6,8.92,3.09,2.41,4.85,41.9,41.9,3815.7,3891.8,1216,2612.4,0.259,0.073
CapitaLand Limited (SGX:C31),IQ2445778,2006,349.2,28.9,13.2,12.2,8.03,2684.9,2684.9,1489.9,20592.2,8248.4,9462.9,0,0.07
CapitaLand Mall Trust (SGX:C38U),IQ9875963,2006,126.7,13.3,4.51,1.2,0.38,47.2,47.2,4576,4811.3,1690.1,2975.8,0.35,0.117
CapitaLand Retail China Trust (SGX:AU8U),IQ30468171,2006,361.3,42.6,27.9,27,155.6,,,,,,,,
Captii Limited (SGX:AWV),IQ9286764,2006,563.7,267.1,64.7,13.8,61.6,1.09,1.27,8.04,32.6,0.414,25.6,0.547,0
"Capxon International Electronic Co., Ltd. (SEHK:469)",IQ34033908,2006,,,,,,15.1,19.1,127.4,270.9,117.2,106.6,35.7,0
CAR Inc. (SEHK:699),IQ59454456,2006,39.2,16.9,6.46,4.74,4.54,,,,,,,,
Carnival Group International Holdings Limited (SEHK:996),IQ877660,2006,,,,,,0.33,0.33,1.76,120.7,57.8,35.4,4.1,0
Carpenter Tan Holdings Limited (SEHK:837),IQ82763579,2006,228.5,53.4,13.9,5.56,8.72,7.69,7.69,4.7,26.1,6.91,16.5,1.74,0
Carrianna Group Holdings Company Limited (SEHK:126),IQ877808,2006,119.7,71.7,40.7,37.8,107.1,24.1,59,36.2,376.2,106,216.8,1.71,0.002
Carry Wealth Holdings Ltd. (SEHK:643),IQ7687728,2006,40.6,9.43,5.9,4.15,1.28,18,18.7,21.4,116.8,18.5,60.7,4.73,0.018
CASA Holdings Limited (SGX:C04),IQ7687730,2006,20.3,5.21,0.984,0.738,0.984,6.62,6.62,24.5,59.2,9.43,24.7,0.467,0
Casablanca Group Limited (SEHK:2223),IQ224212241,2006,22.3,9.2,4.74,4.28,3.57,,,,,,,,
CASH Financial Services Group Ltd. (SEHK:510),IQ4509246,2006,46.4,24.1,15.1,14.9,4.52,14.4,138.5,9.02,350.2,55.3,95.4,4.01,0.009
Cathay Pacific Airways Limited (SEHK:293),IQ874695,2006,154.7,37,28.2,26.7,23.6,3081.9,3128.7,11362.3,20264.3,6306.7,8982.6,1047.6,0.103
CCID Consulting Co. Ltd. (SEHK:8235),IQ7689516,2006,9.17,5.94,5.93,5.11,5.03,13.3,13.3,2.44,24.9,0,22,0.097,0
CCT Fortis Holdings Limited (SEHK:138),IQ26220,2006,362.8,33.3,18.4,17.2,13.8,170.6,221.9,241,933,99.2,554.1,24.9,0.009
CCT Land Holdings Limited (SEHK:261),IQ877793,2006,839.1,121.3,97.5,64.4,57.5,92.7,97,109.7,480.3,39.6,233.2,18,0
CDL Hospitality Trusts (SGX:J85),IQ28009482,2006,50.6,16.9,13.4,13.1,12.6,9.18,9.18,1101.9,1118,386.6,720.4,0,0
CDW Holding Limited (SGX:D38),IQ13633212,2006,110.8,14.8,7.94,6.3,5.61,41.2,41.9,32.6,158.9,21.8,81.4,9.27,0.009
CEC International Holdings Ltd. (SEHK:759),IQ4509141,2006,14.3,6.47,5.94,4.61,4.1,9.7,9.7,75.6,147.2,55.3,69.5,8.98,0.002
CECEP COSTIN New Materials Group Limited (SEHK:2228),IQ106848191,2006,35.4,19.4,9.29,2.17,11.3,,,,,,,,
CEFC International Limited (SGX:Y35),IQ26557088,2006,0.068,0.053,-1.03,-1.14,14.6,27.5,27.8,0.909,87.9,5.9,61.2,2.19,0
CEI Contract Manufacturing Limited (SGX:AVV),IQ7657902,2006,393.1,136.2,118.2,117.7,98.6,5.67,7.1,7.2,42.9,0,26.2,0.758,0.033
Celebrate International Holdings Limited (SEHK:8212),IQ7687497,2006,48.5,1.52,0.483,-0.381,0.998,0.685,0.685,0.035,15.7,6.23,8.87,0.005,0
Celestial Asia Securities Holdings Limited (SEHK:1049),IQ104764,2006,63.5,16.5,7.95,7.13,4.09,33.3,43,19.5,455.5,86.5,111.9,5.68,0
Ceneric (Holdings) Limited (SEHK:542),IQ7658613,2006,63.2,39.7,14.4,13.9,-16.1,32.3,35.2,4.56,89.9,7.03,63.2,0.451,0
Central China Real Estate Ltd. (SEHK:832),IQ27833217,2006,2481,585,219.2,182.4,61.1,62.8,62.8,0,753.9,198.1,159.1,4.58,0
"Central China Securities Co., Ltd. (SEHK:1375)",IQ40400120,2006,186.1,186.1,0,0,96.2,,,,,,,,
Centron Telecom International Holding Ltd. (SEHK:1155),IQ34934471,2006,852.8,549.8,535.2,533.4,2916.2,23.1,23.1,6.31,77.7,6.87,57.6,4.61,0
Centurion Corporation Limited (SGX:OU8),IQ116323892,2006,36.3,1.88,-2.51,-4.05,-2.52,,,,,,,,
Century City International Holdings Limited (SEHK:355),IQ4480915,2006,59.4,9.09,1.84,1.51,1.05,29.1,47,1.1,822.8,83.4,652.4,0.237,0.002
Century Ginwa Retail Holdings Limited (SEHK:162),IQ20334530,2006,135,86.2,51.3,39.3,63.3,3.49,3.69,7.51,25.2,4.21,12.8,0.063,0
Century Legend Holdings Ltd. (SEHK:79),IQ4481092,2006,355.4,103,89,53.2,99,9.11,9.13,0.525,35.2,0,33.2,0.336,0
Century Sage Scientific Holdings Limited (SEHK:1450),IQ266068985,2006,28.9,14.4,11.3,8.89,5.16,,,,,,,,
Century Sunshine Group Holdings Limited (SEHK:509),IQ20579564,2006,47.2,47.2,39.4,39.3,17.1,75.6,75.6,25.7,111.2,21.7,86,13.5,0.003
CFM Holdings Limited (Catalist:5EB),IQ12094588,2006,686,219.4,77.1,67,54.3,4.45,4.82,17.9,39.7,8.56,17.1,0.948,0
"CGN Meiya Power Holdings Co., Ltd. (SEHK:1811)",IQ4100111,2006,154.8,23.9,17.3,16.1,9.04,,,,,,,,
CGN Mining Company Limited (SEHK:1164),IQ7658284,2006,842.4,250.5,62.8,43.3,28.9,25,25.2,48.5,137.4,30.7,87.9,10.7,0.002
"CGN Power Co., Ltd. (SEHK:1816)",IQ278397943,2006,,,,,,,,,,,,,
CH Offshore Ltd. (SGX:C13),IQ8634159,2006,186.2,35.8,20.8,19.5,15.7,11.3,11.3,151.5,186.6,31.3,138.1,32.9,0.016
Challenger Technologies Limited (SGX:573),IQ9871875,2006,,,,,,11.4,11.4,3.12,26.5,0,14,2.89,0.013
Champion REIT (SEHK:2778),IQ27146815,2006,89.6,34,14,12.1,21.4,245,245,4635.5,5103.8,1524.6,3267.1,0,0.068
Champion Technology Holdings Ltd. (SEHK:92),IQ878108,2006,142.4,63.4,25.1,21.8,15.5,187.8,187.8,359.1,1315.3,36.3,1242,1.6,0.011
Chanceton Financial Group Limited (SEHK:8020),IQ141007560,2006,113.9,14.8,7.85,2.91,2.33,,,,,,,,
Chanco International Group Ltd. (SEHK:264),IQ7687743,2006,,,,,,18.9,18.9,2.17,38,0,33.5,0.96,0.009
"Changan Minsheng APLL Logistics Co., Ltd. (SEHK:1292)",IQ26016918,2006,,,,,,19,19,24.3,133.1,5.89,66.4,9.38,0.016
Changgang Dunxin Enterprise Company Limited (SEHK:2229),IQ265450040,2006,26.3,24.5,0,0,11.8,,,,,,,,
Changhong Jiahua Holdings Limited (SEHK:8016),IQ5687048,2006,25.4,6.52,2.7,2.44,2.79,0.133,0.133,0.017,0.317,0,-1.82,0.001,0
Changmao Biochemical Engineering Company Limited (SEHK:954),IQ7936541,2006,,,,,,11.5,11.5,55.4,98.7,31.2,62.6,22.8,0.004
Changshouhua Food Company Limited (SEHK:1006),IQ82737806,2006,699.8,172.7,133.6,114.9,110.6,4.64,4.73,12.5,42.2,19.1,14.8,0.478,0
Changtian Plastic & Chemical Limited (SGX:AXV),IQ37612850,2006,2.33,1.32,-3.01,-3.21,-3.18,11.4,11.4,6.45,44.9,3.93,30.9,1.19,0
Chanjet Information Technology Company Limited (SEHK:1588),IQ253305797,2006,57,26.7,-19.1,-22.6,-22.8,,,,,,,,
Chaoda Modern Agriculture (Holdings) Ltd. (OTCPK:CMGH.F),IQ6124140,2006,7.76,1.21,-0.08,-0.268,-1.16,517.6,517.6,597,2064.9,632.5,1399.7,189.9,0.021
Chaowei Power Holdings Limited (SEHK:951),IQ108326137,2006,319.7,100.9,31.9,19.4,-21.3,,,,,,,,
Chaoyue Group Limited (SEHK:147),IQ878363,2006,119.4,27.6,24.8,16.5,13.5,8.92,8.92,0.724,18.6,0,15.9,0.164,0.001
Charisma Energy Services Limited (Catalist:5QT),IQ8088036,2006,,,,,,14,15.4,346.4,464.5,238.5,199.5,18.5,0.015
Chasen Holdings Limited (SGX:5NV),IQ24083691,2006,131.6,15.8,5.8,1.77,3.36,,,,,,,,
ChasWood Resources Holdings Ltd. (Catalist:5TW),IQ82030576,2006,907.6,324.1,98.5,58.5,33.6,,,,,,,,
Chemical Industries (Far East) Limited (SGX:C05),IQ7687751,2006,20.1,6.87,-10.4,-13.6,-2.67,11.9,11.9,88.1,138.8,55.5,57.7,1.86,0.008
Chen Hsong Holdings Limited (SEHK:57),IQ878103,2006,407.7,15.7,10.1,5.96,6.07,81.2,90.2,137.7,515.9,23.5,384.5,12.6,0.042
Chen Xing Development Holdings Limited (SEHK:2286),IQ285298138,2006,30,1.15,-3.69,-4.26,-3.2,,,,,,,,
Chengdu PUTIAN Telecommunications Cable Company Limited (SEHK:1202),IQ6488481,2006,35.5,14.8,6.74,6.09,0.746,67.7,67.7,44.9,221,19.6,159.9,13.2,0
Cheuk Nang (Holdings) Limited (SEHK:131),IQ7668536,2006,,,,,,0.981,1.07,0.585,728.5,323.1,336.1,0,0.044
Cheung Kong Infrastructure Holdings Ltd. (SEHK:1038),IQ882039,2006,,,,,,1522.8,1522.8,195.5,9393.7,1839.8,7074.6,8.88,0.197
Cheung Kong Property Holdings Limited (SEHK:1113),IQ281571109,2006,74.5,22.8,9.44,8.84,6.17,,,,,,,,
Cheung Wo International Holdings  Limited (SEHK:9),IQ7658161,2006,,,,,,2.99,2.99,0.579,21.7,3.82,10.8,0.038,0
Cheung Woh Technologies Ltd (SGX:C50),IQ7657903,2006,309.2,83.9,21.2,15.7,14.4,3.66,4.93,45.8,81.6,8.47,61.1,7.56,0.003
Chevalier International Holdings Ltd. (SEHK:25),IQ876885,2006,,,,,,132.3,366.3,141,1444.1,415.8,622.1,21.5,0.104
Chew's Group Limited (Catalist:5SY),IQ127503409,2006,,,,,,,,,,,,,
Chia Tai Enterprises International Limited (SEHK:3839),IQ274940262,2006,,,,,,,,,,,,,
Chigo Holding Limited (SEHK:449),IQ60808426,2006,12.1,11,0,0,1.26,58.7,58.7,83.2,659.7,105.3,159.1,16.1,0
Chiho-Tiande Group Limited (SEHK:976),IQ108718027,2006,15.5,4.09,0.329,0.052,0.471,,,,,,,,
China 33 Media Group Limited (SEHK:8087),IQ127463073,2006,,,,,,,,,,,,,
China 3D Digital Entertainment Limited (SEHK:8078),IQ7652732,2006,26.6,12.7,3.99,-0.348,8.53,14.3,14.3,0.438,41.7,3.76,16.3,0.322,0
China Aerospace International Holdings Ltd. (SEHK:31),IQ875348,2006,31.8,15.4,4.35,3.32,2.61,129.9,129.9,125.1,451,70.5,251.1,18.6,0
China Agri Products Exchange Limited (SEHK:149),IQ12675840,2006,233.1,41.1,27.6,22.1,19.5,0.422,0.422,0.468,14.8,1.32,12.1,0,0
China Agri-Industries Holdings Limited (SEHK:606),IQ33106298,2006,16.6,11.6,1.28,0.336,0.376,246.4,246.4,1060.5,3049.8,1080.8,1398.4,270.8,0
China Agroforestry Low-Carbon Holdings Limited (SEHK:1069),IQ69198714,2006,,,,,,,,,,,,,
China Aircraft Leasing Group Holdings Limited (SEHK:1848),IQ137428171,2006,11024.5,2229,1296.6,932.7,343.3,,,,,,,,
China All Access (Holdings) Limited (SEHK:633),IQ62252919,2006,24976.7,5789.7,2635.6,2017.3,2068,0.015,0.015,0.099,3.24,0.231,-14.4,0.019,0
China Aluminum Cans Holdings Limited (SEHK:6898),IQ242230407,2006,19705.5,5481.3,2000.5,1422.1,2166.1,,,,,,,,
China Aluminum International Engineering Corporation Limited (SEHK:2068),IQ54444955,2006,,,,,,,,,,,,,
China Animation Characters Company Limited (SEHK:1566),IQ280427680,2006,,,,,,,,,,,,,
China Aoyuan Property Group Limited (SEHK:3883),IQ34766654,2006,20.1,2.17,-1.22,-1.49,1.36,60.7,60.7,8.02,429.9,119.2,162.7,0.152,0
China Assets (Holdings) Limited (SEHK:170),IQ878533,2006,306.2,119.2,121.6,106,107.3,25.7,61.2,0,214.8,0,214.3,0,0
China Assurance Finance Group Limited (SEHK:8090),IQ145378712,2006,,,,,,,,,,,,,
China Auto Electronics Group Limited (SGX:T42),IQ32318274,2006,23.7,3.96,3.48,1.32,1.24,3.59,4.23,23.1,127.2,17.6,54.7,3.7,0
China Automation Group Ltd. (SEHK:569),IQ35273149,2006,46.5,16.8,15.4,13.6,13.3,13.9,13.9,2.16,55.9,10.7,28.8,1.05,0
China Automotive Interior Decoration Holdings Limited (SEHK:48),IQ113605581,2006,30.6,11.9,6.95,5.44,4.35,,,,,,,,
China Aviation Oil (Singapore) Corporation Ltd (SGX:G92),IQ7687767,2006,38.9,5.19,4.98,1.28,0.082,137.3,236.2,14.8,718,203.8,163.8,0.267,0.018
China Bearing (Singapore) Ltd. (SGX:AD7),IQ28851134,2006,433.1,203.5,136.6,85.4,175.6,30.6,30.6,6.64,48,9.37,31.3,8.36,0.012
China Beidahuang Industry Group Holdings Limited (SEHK:39),IQ9736054,2006,224.1,21.3,8.21,7.58,6.28,1.7,1.7,9.68,28,15.6,2.92,0.743,0
China Best Group Holding Limited (SEHK:370),IQ4492887,2006,,,,,,5.26,19.8,29.8,63.7,13.3,6.2,11.4,0
China Binary Sale Technology Limited (SEHK:8255),IQ250577020,2006,,,,,,,,,,,,,
China Bio Cassava Holdings Limited (SEHK:8129),IQ7653102,2006,7600.9,2030.8,929.9,804.1,750.8,6.74,6.74,0.031,7.06,0,6.7,0.012,0
China BlueChemical Ltd (SEHK:3983),IQ28946996,2006,,,,,,431.2,438.9,1149.8,1789.3,169.2,1384.3,79.5,0.003
China CBM Group Company Limited (SEHK:8270),IQ8292634,2006,221.8,71.8,17.2,-2.03,4.98,2.95,3.54,0.729,11.2,0,8.31,0.232,0
China Chengtong Development Group Ltd. (SEHK:217),IQ7658314,2006,35.8,25.2,0,20.1,12.6,23.2,23.2,0.277,104.5,1.42,79.1,0.245,0
China Child Care Corporation Limited (SEHK:1259),IQ136679827,2006,93,42.3,18.5,11.7,43.3,,,,,,,,
China Chuanglian Education Group Limited (SEHK:2371),IQ12532832,2006,47.7,8.57,4.67,4.53,2.7,1.96,12.9,3.06,35.3,3.33,26.8,0.204,0.001
"China Cinda Asset Management Co., Ltd. (SEHK:1359)",IQ11130301,2006,,,,,,,,,,,,,
China CITIC Bank Corporation Ltd. (SEHK:998),IQ5478877,2006,38,5.75,2.21,1.07,0.419,4495.2,14542.3,1717.4,138793.3,3460.8,6224.4,145.3,0
China City Infrastructure Group Limited (SEHK:2349),IQ9833318,2006,551.4,71.3,78.2,55.1,51.4,7.17,11.5,22,80.4,35.8,38.4,2.08,0
China City Railway Transportation Technology Holdings Company Limited (SEHK:1522),IQ206216971,2006,108.9,27.8,5.52,4.39,4.94,,,,,,,,
China Coal Energy Company Limited (SEHK:1898),IQ30446146,2006,,,,,,3579.1,3607.5,3133.4,8859.9,2156.3,4445.8,627,0
China Communication Telecom Services Company Limited (SEHK:8206),IQ7652830,2006,50,22.1,4.03,2.55,0.587,0.594,0.679,0.094,33.5,15.5,17.9,0.097,0
China Communications Construction Company Limited (SEHK:1800),IQ26361431,2006,76.2,20.3,9.32,8.14,7.47,6047.4,6762.7,3833.5,24932.1,6027,7212.8,1387.9,0.001
China Communications Services Corporation Limited (SEHK:552),IQ30339548,2006,33.6,3.87,1.73,1.62,1.53,1603.3,1603.3,646.1,4181.5,33.5,2428.1,274.8,0
China Conch Venture Holdings Limited (SEHK:586),IQ252329673,2006,259.6,24.3,16.7,11.9,4.06,,,,,,,,
China Construction Bank Corporation (SEHK:939),IQ5463812,2006,110.9,1.02,-2.22,-3.87,-2.81,12514.4,25051.5,10415.9,1070032.7,15478.7,64848.7,1967.4,0.018
China COSCO Holdings Company Limited (SEHK:1919),IQ26003482,2006,,,,,,2175,2284.3,8188.4,15429.1,3822.3,7955.6,1593.5,0.015
China Creative Home Group Limited (SEHK:1678),IQ252496904,2006,,,,,,,,,,,,,
China Culiangwang Beverages Holdings Limited (SEHK:904),IQ11131727,2006,,,,,,168.2,168.2,79.1,299.4,59.5,223.4,46.2,0.021
China Dairy Group Ltd. (SGX:T16),IQ20334511,2006,,,,,,36.6,36.6,63.3,163.3,19.2,96.8,7.98,0.006
"China Datang Corporation Renewable Power Co., Limited. (SEHK:1798)",IQ47060644,2006,295.1,76.4,46.7,44.8,50.7,,,,,,,,
China Daye Non-Ferrous Metals Mining Limited (SEHK:661),IQ119045824,2006,118,10.7,5.52,5.14,5.31,,,,,,,,
China Demeter Investments Limited (SEHK:8120),IQ7687773,2006,35.7,12,5.43,4.69,3.22,0.19,1.85,6.79,16,4.48,2.9,1.86,0
China Development Bank International Investment Limited (SEHK:1062),IQ879941,2006,110.1,14,15.4,12.7,15.3,6.6,6.6,0.072,38.1,0,37.8,0.009,0.003
China Digital Culture (Group) Limited (SEHK:8175),IQ7652904,2006,81.3,33.2,9.22,8.19,5.08,4.48,4.75,0.031,5.44,0.255,4.4,0.01,0
China Dongxiang (Group) Company Ltd (SEHK:3818),IQ37349460,2006,104.3,60.2,19.2,12.1,9.34,54,58.6,8.41,167.1,1.02,60.4,5.39,0
China Dredging Environment Protection Holdings Limited (SEHK:871),IQ133913565,2006,90.8,23.6,13,7.62,7.06,,,,,,,,
China Dynamics (Holdings) Limited (SEHK:476),IQ881757,2006,,,,,,2.89,2.89,0.15,6.12,0,5.37,0.027,0
China E-Learning Group Limited (SEHK:8055),IQ7653099,2006,1112.5,37,23.6,22.2,9.11,0.047,0.07,0.013,0.192,0,-0.249,0,0
